Channel,Video Title,Video Description,Video ID,Comment,Comment ID,Replies,Likes,clean_comments,language
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,my ears are blessed. so so blessed!!!!!!!! <3,Ugz0KiQcGF3w3QBtN_x4AaABAg,0,0,my ears are blessed. so so blessed!!!!!!!! <3,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,Omg this is amazing,UgzWzzS4whPuwAI8uVV4AaABAg,0,0,Omg this is amazing,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,How perfect voice😭😭😭😭 you 2 are so cute!!!!,UgxL48YiaijTKuprnlR4AaABAg,0,0,How perfect voice you 2 are so cute!!!!,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,❤ this is amazing,UgzDPqxawh-_IArr2rd4AaABAg,0,0, this is amazing,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,I lolololoved this cover!! So beatiful guys!! ❤,UgydgY9TPf-mbUetaEh4AaABAg,0,0,I lolololoved this cover!! So beatiful guys!! ,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,Are they here to kill me?!!! Im dying here!!! Love you guys!!!❤❤,Ugw3ObVY0bxp9ARFiyF4AaABAg,0,0,Are they here to kill me?!!! Im dying here!!! Love you guys!!!,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,Omggg! Such a lovely cover <3 DEF MY FAVVV BY FAR! <3,Ugwrh2L9GMBYhHf4Dm54AaABAg,0,0,Omggg! Such a lovely cover <3 DEF MY FAVVV BY FAR! <3,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,😳 WOW! First time watching and I did NOT expect it to be this good. GREAT VOICES AND VOCAL CONTROL! 👌🏽💖❤️💋😍,UgxFC54oLptY7Ofd8AV4AaABAg,0,2, WOW! First time watching and I did NOT expect it to be this good. GREAT VOICES AND VOCAL CONTROL! ,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,"I like you very much! I hope you can quickly release a new film ~ 
We are all waiting, I will always support you, come on!",Ugxf8tvvgiWtzifxGeR4AaABAg,0,0,"I like you very much! I hope you can quickly release a new film ~ 
We are all waiting, I will always support you, come on!",en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,Omg I absolutely in love with this song and you guys did amazing totally subscribed can’t wait to here more.,UgwrsA9j_lEoIDZHpFB4AaABAg,0,0,Omg I absolutely in love with this song and you guys did amazing totally subscribed can’t wait to here more.,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,love this!,UgyXqnb0M9V4ZE4h7a54AaABAg,0,0,love this!,en
