Video ID,Comment ID,comments
8EJ3zbKTWQ8,UgwGhW8DseAJrR2Lu1F4AaABAg,His  hairstyle  is  so  awesome  
8EJ3zbKTWQ8,UgwwaNW-us_uITfq21V4AaABAg,guys  if  he  doesn't      commit  suicide      THEY  WILL  MAKE  HIS  DEATH  SEEM  LIKE  AN  ACCIDENT    THEY  ARE  GONNA  TRY  TO  KILL  HIM  JUST  LIKE  HOW  THEY  KILLED  AVICII  AND  PAUL  WALKER  FOR  EXPOSING  THE  TRUTH  AND  TRYING  TO  SAVE  CHILDREN    
8EJ3zbKTWQ8,UgzuaVA-8WiP4ZSpLSl4AaABAg,Love  from  Miami
8EJ3zbKTWQ8,UgzIWSZtp2oXoDxQ0il4AaABAg,The  lyrics  tell  a  story    your  incriminating    no  disguise    never  run  low  on  supplies  
8EJ3zbKTWQ8,Ugw-HkvT3ww7ha-fKPx4AaABAg,Yummy  
8EJ3zbKTWQ8,Ugzd_LO9JRkh1UY8wIR4AaABAg,ilove  it  when  i  was  young  i  listen  your  all  song
8EJ3zbKTWQ8,Ugwm7ehc-IXWULZ31_x4AaABAg,I  love  your  song  
8EJ3zbKTWQ8,UgxDHjXLRt3ZAUittT94AaABAg,Im  practicing  to  sing  ur  song    I  like  ur  pink  hair    D
8EJ3zbKTWQ8,Ugz7CrOhZuXDm7hy1-d4AaABAg,Wow    super  voice
8EJ3zbKTWQ8,UgzEkw09fj0oEnZIF8h4AaABAg,I  saw  this  already  but  I  came  back  because  Jungkook  said  so    enjoylife  
8EJ3zbKTWQ8,UgzhpYi07y1it8-0z054AaABAg,I'm  going  to  sing  this  when  red  lobster  has  endless  shrimp  again  
8EJ3zbKTWQ8,UgxpEIX3Y-e-kuRV2Xt4AaABAg,Charity  helps  people  in  need  more  and  more    Live  by  the  law    Be  filial  to  your  parents    grandparents  and  ancestors    No  alcohol    no  stimulants  because  it  affects  health    No  abortion    no  gambling      Do  not  kill  animals    launch  animals    study  hard  and  work  hard    work  hard  to  stay  healthy  with  exercise  and  sports  Live  in  harmony    Live  save  money    save  natural  resources    Plant  many  trees    plant  forests    plant  many  food  crops    plant  many  crops    Help  poorer  countries  a  lot  
8EJ3zbKTWQ8,UgwCsxetQt0encQxkK14AaABAg,2010  baby  baby    baby  2015  sorry  sorry  sorry  2020  yummy    yummy    yummy  2020  stuck  with  you  stuck  with  you
8EJ3zbKTWQ8,UgwG2dOUBXZ4GuBqg9x4AaABAg,there  is  two  meanings  of  this  song      
8EJ3zbKTWQ8,UgxKHqJRdIqh7uXdYul4AaABAg,I  really  like  this  video  it  reminds  me  of  90  s  movies  for  some  reason
8EJ3zbKTWQ8,UgwF3rCr_3An95KAvMZ4AaABAg,This  makes  me  feel  happy
8EJ3zbKTWQ8,UgyYbXeP-W2VGhgfExp4AaABAg,Guy  with  the  glasses  looks  like  Woody  Allen  who  is  married  to  his  ex  wife's  adopted  daughter  whom  he  helped  raise    Hes  also  the  father  of  Ronan  Farrow  who  accuses  him  of  sexually  abusing  his  sister  when  she  was  a  minor    Ronan  went  on  to  be  the  journalist  to  expose  Harvey  Weinstein      See  also    Ricky  Gervais  at  the  Golden  Globes  2020
8EJ3zbKTWQ8,UgwjSWqh3JqcWWcJvU94AaABAg,I  love  the  part  where  he  says  you  got  that  yummy  yum
8EJ3zbKTWQ8,UgxrWIPNDAGMhER1jcN4AaABAg,omg  I  swear  it's  really  hard  hahaha  wow  really  cool  song  really  good  Bassrrrr  wow
8EJ3zbKTWQ8,UgyeK9bTaL4hC4gZHcF4AaABAg,Jesus        I  love  this  song
8EJ3zbKTWQ8,UgwSBk-3hOpCnMqOGON4AaABAg,The  Wiggles      Fruit  Salad    Justin      Yummy  Yummy  
8EJ3zbKTWQ8,UgxZ1xws94m7WsyIVJR4AaABAg,We  all  have  to  keep  in  mind  how  justin  put  himself  in  danger  making  this  production    Justin  might  have  some  mental  health  problems    but  he  is  not  suicidal          He  better  stay  alive      
8EJ3zbKTWQ8,UgyoWMeqrleswQzIZ3l4AaABAg,If  something  happens  to  Justin    the  only  culprit  will  be  the  dark  elite
